  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      423        1.206        5.372            0      417.954       63.569      116.437
      424        1.177        5.190            0      414.121       61.129      119.892
      425        0.937        5.271            0      422.917       92.183      110.112
      426        1.072        5.371            0      414.157       88.573      115.769
      427        0.943        5.274            0      418.755       77.942      119.544
      428        0.922        5.291            0      419.152       68.336      118.585
      429        1.062        5.172            0      422.879       43.206      112.360
      430        1.056        5.148            0      418.824       55.836      105.224
      431        0.871        5.331            0      416.807       57.736      111.852
      432        1.125        5.347            0      419.775       74.399      124.218
      433        1.128        5.243            0      414.405       63.894      108.513
      434        1.031        5.334            0      414.985       65.020      121.262
      435        1.092        5.277            0      417.196       74.099      117.193
      436        1.295        5.331            0      421.534       52.140      116.832
      437        1.169        5.320            0      417.884       51.933      114.676
      438        1.204        5.326            0      418.325       50.957      117.450
      439        1.238        5.322            0      418.560       50.703      121.342
      440        1.299        5.229            0      416.812       64.710      117.799
      441        1.239        5.379            0      417.386      114.870      117.320
      442        0.990        5.212            0      421.276       81.617      118.765
      443        1.210        5.305            0      415.419       61.341      112.787
      444        1.275        5.463            0      419.274       55.321      123.804
      445        1.241        5.390            0      421.006       70.978      111.536
      446        1.187        5.379            0      417.388       72.625      112.865
      447        1.238        5.302            0      418.313       67.869      111.326
      448        1.014        5.155            0      413.549       91.543      122.251
      449        1.318        5.373            0      416.842      106.668      116.267
      450        1.369        5.320            0      413.841      106.622      111.597
      451        1.502        5.534            0      413.847       96.251      118.649
      452        1.483        5.510            0      415.514       89.654      116.328
      453        1.542        5.521            0      419.521       84.833      116.293
      454        1.051        5.312            0      419.178       94.911      109.725
      455        1.080        5.228            0      413.625       59.894      109.097
      456        1.075        5.222            0      417.645       76.827      112.382
      457        0.977        5.173            0      417.922       87.143      102.911
      458        0.912        5.141            0      418.304       91.786      116.315
      459        1.000        5.202            0      420.170      100.523      119.380
      460        1.209        5.212            0      417.880       72.852      120.808
      461        1.101        5.125            0      419.275       61.560      111.235
      462        1.077        5.270            0      415.524       44.571      113.656
      463        1.027        5.092            0      414.802       44.719      114.336
      464        1.203        5.218            0      420.864       82.179      113.763
